Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Title Mood, Comments Mood,Comment
Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
1,"Forums>US Cable Support>Comcast Cable TV>[Comcast Equip] XG2 trials have started","</TD","scjohnson","23","http://www.dslreports.com//forum/r30151873-X1-X2-Considering-upgrade-to-X1-feedback-on-good-bad-ugly","2015-Jul-17 12:02 am","POSTIVE","POSTIVE",""Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
2,"Forums>US Cable Support>Comcast Cable TV>[X1-X2] Considering upgrade to X1...feedback on good, bad, ugly?","</TD","neil0311","22","http://www.dslreports.com//forum/r30181225-Connection-frequency","2015-Jul-4 2:16 pm","POSTIVE","POSTIVE","I am still using legacy Moto DCX-3501 DVRs and a Moto digital HD STB.  Each DVR has 2 HD tuners and each has a 500GB internal HDD.  The guide isn't fancy, but it works.When X1 first came out, there were all kinds of issues posted and users did not seem satisfied and upgrading didn't seem like a good idea.  Fast forward a couple of years, and I'm wondering if it's time to revisit an upgrade.I've done some research on the Comcast forum and tried to read up as much as I can, but I'm looking for candid, boiled down feedback.  Is an upgrade to X1 from legacy digital boxes/DVRs recommended or should I continue to hold tight?   What are the main drawbacks or missing features in X1 today? "Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
3,"Forums>US Cable Support>Comcast Cable TV>[Connection] frequency","</TD"," </p","4","http://www.dslreports.com//forum/r30185051-NEWS-Comcast-Xfinity-Cable-Set-Top-Games-Beta-Sees-Lag-Issues-Galore","2015-Jul-19 12:04 pm","NEGATIVE","POSTIVE","i'm on the comcast of union,nj line. i have 2 channels 840 and 873 that every once in awhile go black for just a second or two.i checked the diagnostics for both channels and everything is fine snr,upstream,etc.then i saw that both channels are on the same frequency 375MHz.comments on anything i could do,i have tried all the usual stuff.i had this same thing happen around a year ago,and it just went away by itself.i know it's not on my end. "Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
4,"Forums>US Cable Support>Comcast Cable TV>[NEWS] Comcast Xfinity Cable Set Top Games Beta Sees Lag, Issues Galore","</TD"," </p","2","http://www.dslreports.com//forum/r30127381-Equip-X1-drive-expansion","2015-Jul-21 12:32 pm","NEUTRAL","POSTIVE"," - posted on the home page"Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
5,"Forums>US Cable Support>Comcast Cable TV>[Equip] X1 drive expansion","</TD","usa2k","11","http://www.dslreports.com//forum/r30108956-Content-Local-on-the-8s-hd-when","2015-Jun-21 8:25 pm","POSTIVE","POSTIVE","I hoped to expand the x1 dvr with my 1tb eSATA drive but I'm told the eSATA port is not enabled"Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
6,"Forums>US Cable Support>Comcast Cable TV>[Content] Local on the 8s hd when","</TD","mikedz4","16","http://www.dslreports.com//forum/r30165668-Comcast-Equip-Do-I-Need-A-New-Companion-Box","2015-Jun-11 10:04 pm","POSTIVE","POSTIVE","When will Comcast finally add local on the 8s in hd? Is it ever going to happen. Was on a trip Last weekend and saw how nice local on the 8s hd looked."Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
7,"Forums>US Cable Support>Comcast Cable TV>[Comcast Equip] Do I Need A New Companion Box?","</TD","Robotics","4","http://www.dslreports.com//forum/r30170265-X1-X2-X1-DVR-Capabilities-Expanded-to-6-tuners","2015-Jul-11 3:32 pm","POSTIVE","POSTIVE",""Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
8,"Forums>US Cable Support>Comcast Cable TV>[X1-X2] X1 DVR Capabilities Expanded to 6 tuners!!!","</TD","corgi11","15","http://www.dslreports.com//forum/r30176436-Cust-Svc-Another-billing-oops-in-the-news","2015-Jul-14 12:51 am","POSTIVE","POSTIVE","The &#147;STB Version&#148; under &#147;About&#148; contains the model & software information.Press the XFINITY button on the remote control, arrow over to the gear icon on the right, press OK, arrow down to About, press OK. The STB version line is what you are looking for.For example &#147; PX013AN_2.0.2p7s1_PROD_HYBse-signed&#148;&#147; PX013AN&#148; is the model number. In this case a Pace XG1v3.&#147;2.0.2p7s1_PROD_HYBse-signed&#148; is the software versionModel              Box TypeMX011AN       Arris XG1v1PX001AN       Pace XG1v1PX013AN       Pace XG1v3AX013AN       Arris XG1v3 "Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
9,"Forums>US Cable Support>Comcast Cable TV>[Cust Svc] Another billing 'oops' in the news","</TD","FureverFurry","3","http://www.dslreports.com//forum/r30170670-Cust-Svc-Comcast-XFINITY-vs-Verizon-FiOS","2015-Jul-16 4:29 pm","POSTIVE","POSTIVE",""Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
10,"Forums>US Cable Support>Comcast Cable TV>[Cust Svc] Comcast XFINITY vs. Verizon FiOS","</TD","Seems","6","http://www.dslreports.com//forum/r30166130-Content-Guide-change-with-lost-channels","2015-Jul-14 9:58 am","POSTIVE","POSTIVE","I've had FiOS for 2 years and, while the service overall is excellent on the Internet side, there are a variety of annoyances and cost increases that have me looking at Comcast. We currently have FiOS multi-DVR service, and have noticed the following problems:- you usually can't FF in On Demand- if you pause On Demand for longer than a minute or so it will completely time out and you can only resume play from the start of the program, not where you paused. Combined with the no FF this is really annoying.- recorded shows periodically record with 'static'- the DVR is generally laggy and slow to respond, leading to unintentional button pushes when you think your original selection wasn't received and you reenter it, only to have the DVR simultaneously receive and execute both selections, particularly when navigating menusCan anyone provide some comparative info with the XFINITY service? How are the latest DVRs? Does On Demand work well?Thanks in advance for any info."Index,Forum,Title,AuthorName,TotalComments,NextLink,PostedTimeon,Comment
